ensembl_gene_id	external_gene_name	external_gene_name.1	description	biotype
ENSG00000055070	SZRD1	SZRD1	SUZ RNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30232]	Gene
ENSG00000055130	CUL1	CUL1	cullin 1 [Source:HGNC Symbol;Acc:HGNC:2551]	Gene
ENSG00000055163	CYFIP2	CYFIP2	cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]	Gene
ENSG00000055609	KMT2C	KMT2C	lysine methyltransferase 2C [Source:HGNC Symbol;Acc:HGNC:13726]	Gene
ENSG00000056097	ZFR	ZFR	zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]	Gene
ENSG00000056291	NPFFR2	NPFFR2	neuropeptide FF receptor 2 [Source:HGNC Symbol;Acc:HGNC:4525]	Gene
ENSG00000056558	TRAF1	TRAF1	TNF receptor associated factor 1 [Source:HGNC Symbol;Acc:HGNC:12031]	Gene
ENSG00000056972	TRAF3IP2	TRAF3IP2	TRAF3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1343]	Gene
ENSG00000056998	GYG2	GYG2	glycogenin 2 [Source:HGNC Symbol;Acc:HGNC:4700]	Gene
ENSG00000057149	SERPINB3	SERPINB3	serpin family B member 3 [Source:HGNC Symbol;Acc:HGNC:10569]	Gene
ENSG00000057468	MSH4	MSH4	mutS homolog 4 [Source:HGNC Symbol;Acc:HGNC:7327]	Gene
ENSG00000057593	F7	F7	coagulation factor VII [Source:HGNC Symbol;Acc:HGNC:3544]	Gene
ENSG00000057663	ATG5	ATG5	autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]	Gene
ENSG00000057935	MTA3	MTA3	metastasis associated 1 family member 3 [Source:HGNC Symbol;Acc:HGNC:23784]	Gene
ENSG00000058404	CAMK2B	CAMK2B	calcium/calmodulin dependent protein kinase II beta [Source:HGNC Symbol;Acc:HGNC:1461]	Gene
ENSG00000058600	POLR3E	POLR3E	RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]	Gene
ENSG00000058668	ATP2B4	ATP2B4	ATPase plasma membrane Ca2+ transporting 4 [Source:HGNC Symbol;Acc:HGNC:817]	Gene
ENSG00000059588	TARBP1	TARBP1	TAR (HIV-1) RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11568]	Gene
ENSG00000059691	GATB	GATB	glutamyl-tRNA amidotransferase subunit B [Source:HGNC Symbol;Acc:HGNC:8849]	Gene
ENSG00000059758	CDK17	CDK17	cyclin dependent kinase 17 [Source:HGNC Symbol;Acc:HGNC:8750]	Gene
ENSG00000059804	SLC2A3	SLC2A3	solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]	Gene
ENSG00000061676	NCKAP1	NCKAP1	NCK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666]	Gene
ENSG00000061794	MRPS35	MRPS35	mitochondrial ribosomal protein S35 [Source:HGNC Symbol;Acc:HGNC:16635]	Gene
ENSG00000061918	GUCY1B1	GUCY1B1	guanylate cyclase 1 soluble subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4687]	Gene
ENSG00000062524	LTK	LTK	leukocyte receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6721]	Gene
ENSG00000062650	WAPL	WAPL	WAPL cohesin release factor [Source:HGNC Symbol;Acc:HGNC:23293]	Gene
ENSG00000062822	POLD1	POLD1	DNA polymerase delta 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9175]	Gene
ENSG00000063015	SEZ6	SEZ6	seizure related 6 homolog [Source:HGNC Symbol;Acc:HGNC:15955]	Gene
ENSG00000063169	BICRA	BICRA	BRD4 interacting chromatin remodeling complex associated protein [Source:HGNC Symbol;Acc:HGNC:4332]	Gene
ENSG00000063177	RPL18	RPL18	ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:10310]	Gene
ENSG00000063244	U2AF2	U2AF2	U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156]	Gene
ENSG00000063322	MED29	MED29	mediator complex subunit 29 [Source:HGNC Symbol;Acc:HGNC:23074]	Gene
ENSG00000064102	INTS13	INTS13	integrator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:20174]	Gene
ENSG00000064199	SPA17	SPA17	sperm autoantigenic protein 17 [Source:HGNC Symbol;Acc:HGNC:11210]	Gene
ENSG00000064300	NGFR	NGFR	nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]	Gene
ENSG00000064313	TAF2	TAF2	TATA-box binding protein associated factor 2 [Source:HGNC Symbol;Acc:HGNC:11536]	Gene
ENSG00000064490	RFXANK	RFXANK	regulatory factor X associated ankyrin containing protein [Source:HGNC Symbol;Acc:HGNC:9987]	Gene
ENSG00000064601	CTSA	CTSA	cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251]	Gene
ENSG00000064651	SLC12A2	SLC12A2	solute carrier family 12 member 2 [Source:HGNC Symbol;Acc:HGNC:10911]	Gene
ENSG00000064652	SNX24	SNX24	sorting nexin 24 [Source:HGNC Symbol;Acc:HGNC:21533]	Gene
ENSG00000064666	CNN2	CNN2	calponin 2 [Source:HGNC Symbol;Acc:HGNC:2156]	Gene
ENSG00000064692	SNCAIP	SNCAIP	synuclein alpha interacting protein [Source:HGNC Symbol;Acc:HGNC:11139]	Gene
ENSG00000064703	DDX20	DDX20	DEAD-box helicase 20 [Source:HGNC Symbol;Acc:HGNC:2743]	Gene
ENSG00000064961	HMG20B	HMG20B	high mobility group 20B [Source:HGNC Symbol;Acc:HGNC:5002]	Gene
ENSG00000064989	CALCRL	CALCRL	calcitonin receptor like receptor [Source:HGNC Symbol;Acc:HGNC:16709]	Gene
ENSG00000064995	TAF11	TAF11	TATA-box binding protein associated factor 11 [Source:HGNC Symbol;Acc:HGNC:11544]	Gene
ENSG00000065000	AP3D1	AP3D1	adaptor related protein complex 3 subunit delta 1 [Source:HGNC Symbol;Acc:HGNC:568]	Gene
ENSG00000065135	GNAI3	GNAI3	G protein subunit alpha i3 [Source:HGNC Symbol;Acc:HGNC:4387]	Gene
ENSG00000065268	WDR18	WDR18	WD repeat domain 18 [Source:HGNC Symbol;Acc:HGNC:17956]	Gene
ENSG00000065371	ROPN1	ROPN1	rhophilin associated tail protein 1 [Source:HGNC Symbol;Acc:HGNC:17692]	Gene
ENSG00000065413	ANKRD44	ANKRD44	ankyrin repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:25259]	Gene
ENSG00000065427	KARS1	KARS1	lysyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6215]	Gene
ENSG00000065548	ZC3H15	ZC3H15	zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]	Gene
ENSG00000065609	SNAP91	SNAP91	synaptosome associated protein 91 [Source:HGNC Symbol;Acc:HGNC:14986]	Gene
ENSG00000065675	PRKCQ	PRKCQ	protein kinase C theta [Source:HGNC Symbol;Acc:HGNC:9410]	Gene
ENSG00000065717	TLE2	TLE2	TLE family member 2, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11838]	Gene
ENSG00000065911	MTHFD2	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]	Gene
ENSG00000065970	FOXJ2	FOXJ2	forkhead box J2 [Source:HGNC Symbol;Acc:HGNC:24818]	TF
ENSG00000066027	PPP2R5A	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha [Source:HGNC Symbol;Acc:HGNC:9309]	Gene
ENSG00000066032	CTNNA2	CTNNA2	catenin alpha 2 [Source:HGNC Symbol;Acc:HGNC:2510]	Gene
ENSG00000066117	SMARCD1	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]	Gene
ENSG00000066136	NFYC	NFYC	nuclear transcription factor Y subunit gamma [Source:HGNC Symbol;Acc:HGNC:7806]	TF
ENSG00000066294	CD84	CD84	CD84 molecule [Source:HGNC Symbol;Acc:HGNC:1704]	Gene
ENSG00000066336	SPI1	SPI1	Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]	TF
ENSG00000066405	CLDN18	CLDN18	claudin 18 [Source:HGNC Symbol;Acc:HGNC:2039]	Gene
ENSG00000066468	FGFR2	FGFR2	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]	Gene
ENSG00000066629	EML1	EML1	EMAP like 1 [Source:HGNC Symbol;Acc:HGNC:3330]	Gene
ENSG00000066739	ATG2B	ATG2B	autophagy related 2B [Source:HGNC Symbol;Acc:HGNC:20187]	Gene
ENSG00000067177	PHKA1	PHKA1	phosphorylase kinase regulatory subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8925]	Gene
ENSG00000067182	TNFRSF1A	TNFRSF1A	TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916]	Gene
ENSG00000067208	EVI5	EVI5	ecotropic viral integration site 5 [Source:HGNC Symbol;Acc:HGNC:3501]	Gene
ENSG00000067365	METTL22	METTL22	methyltransferase 22, Kin17 lysine [Source:HGNC Symbol;Acc:HGNC:28368]	Gene
ENSG00000067369	TP53BP1	TP53BP1	tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999]	Gene
ENSG00000067445	TRO	TRO	trophinin [Source:HGNC Symbol;Acc:HGNC:12326]	Gene
ENSG00000067560	RHOA	RHOA	ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667]	Gene
ENSG00000067606	PRKCZ	PRKCZ	protein kinase C zeta [Source:HGNC Symbol;Acc:HGNC:9412]	Gene
ENSG00000067715	SYT1	SYT1	synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:11509]	Gene
ENSG00000067829	IDH3G	IDH3G	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:5386]	Gene
ENSG00000067836	ROGDI	ROGDI	rogdi atypical leucine zipper [Source:HGNC Symbol;Acc:HGNC:29478]	Gene
ENSG00000067992	PDK3	PDK3	pyruvate dehydrogenase kinase 3 [Source:HGNC Symbol;Acc:HGNC:8811]	Gene
ENSG00000068028	RASSF1	RASSF1	Ras association domain family member 1 [Source:HGNC Symbol;Acc:HGNC:9882]	Gene
ENSG00000068078	FGFR3	FGFR3	fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690]	Gene
ENSG00000068323	TFE3	TFE3	transcription factor binding to IGHM enhancer 3 [Source:HGNC Symbol;Acc:HGNC:11752]	TF
ENSG00000068394	GPKOW	GPKOW	G-patch domain and KOW motifs [Source:HGNC Symbol;Acc:HGNC:30677]	Gene
ENSG00000068654	POLR1A	POLR1A	RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:17264]	Gene
ENSG00000068796	KIF2A	KIF2A	kinesin family member 2A [Source:HGNC Symbol;Acc:HGNC:6318]	Gene
ENSG00000069018	TRPC7	TRPC7	transient receptor potential cation channel subfamily C member 7 [Source:HGNC Symbol;Acc:HGNC:20754]	Gene
ENSG00000069248	NUP133	NUP133	nucleoporin 133 [Source:HGNC Symbol;Acc:HGNC:18016]	Gene
ENSG00000069329	VPS35	VPS35	VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]	Gene
ENSG00000069424	KCNAB2	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]	Gene
ENSG00000069482	GAL	GAL	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	Gene
ENSG00000069493	CLEC2D	CLEC2D	C-type lectin domain family 2 member D [Source:HGNC Symbol;Acc:HGNC:14351]	Gene
ENSG00000069702	TGFBR3	TGFBR3	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]	Gene
ENSG00000069764	PLA2G10	PLA2G10	phospholipase A2 group X [Source:HGNC Symbol;Acc:HGNC:9029]	Gene
ENSG00000069956	MAPK6	MAPK6	mitogen-activated protein kinase 6 [Source:HGNC Symbol;Acc:HGNC:6879]	Gene
ENSG00000069974	RAB27A	RAB27A	RAB27A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9766]	Gene
ENSG00000070010	UFD1	UFD1	ubiquitin recognition factor in ER associated degradation 1 [Source:HGNC Symbol;Acc:HGNC:12520]	Gene
ENSG00000070018	LRP6	LRP6	LDL receptor related protein 6 [Source:HGNC Symbol;Acc:HGNC:6698]	Gene
ENSG00000070019	GUCY2C	GUCY2C	guanylate cyclase 2C [Source:HGNC Symbol;Acc:HGNC:4688]	Gene
ENSG00000070061	ELP1	ELP1	elongator acetyltransferase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:5959]	Gene
ENSG00000070087	PFN2	PFN2	profilin 2 [Source:HGNC Symbol;Acc:HGNC:8882]	Gene
ENSG00000070367	EXOC5	EXOC5	exocyst complex component 5 [Source:HGNC Symbol;Acc:HGNC:10696]	Gene
ENSG00000070476	ZXDC	ZXDC	ZXD family zinc finger C [Source:HGNC Symbol;Acc:HGNC:28160]	Gene
ENSG00000070495	JMJD6	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase [Source:HGNC Symbol;Acc:HGNC:19355]	Gene
ENSG00000070501	POLB	POLB	DNA polymerase beta [Source:HGNC Symbol;Acc:HGNC:9174]	Gene
ENSG00000070540	WIPI1	WIPI1	WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:HGNC:25471]	Gene
ENSG00000070718	AP3M2	AP3M2	adaptor related protein complex 3 subunit mu 2 [Source:HGNC Symbol;Acc:HGNC:570]	Gene
ENSG00000070729	CNGB1	CNGB1	cyclic nucleotide gated channel subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:2151]	Gene
ENSG00000070756	PABPC1	PABPC1	poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]	Gene
ENSG00000070770	CSNK2A2	CSNK2A2	casein kinase 2 alpha 2 [Source:HGNC Symbol;Acc:HGNC:2459]	Gene
ENSG00000070778	PTPN21	PTPN21	protein tyrosine phosphatase non-receptor type 21 [Source:HGNC Symbol;Acc:HGNC:9651]	Gene
ENSG00000070785	EIF2B3	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma [Source:HGNC Symbol;Acc:HGNC:3259]	Gene
ENSG00000070808	CAMK2A	CAMK2A	calcium/calmodulin dependent protein kinase II alpha [Source:HGNC Symbol;Acc:HGNC:1460]	Gene
ENSG00000070831	CDC42	CDC42	cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736]	Gene
ENSG00000070950	RAD18	RAD18	RAD18 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]	Gene
ENSG00000071082	RPL31	RPL31	ribosomal protein L31 [Source:HGNC Symbol;Acc:HGNC:10334]	Gene
ENSG00000071243	ING3	ING3	inhibitor of growth family member 3 [Source:HGNC Symbol;Acc:HGNC:14587]	Gene
ENSG00000071246	VASH1	VASH1	vasohibin 1 [Source:HGNC Symbol;Acc:HGNC:19964]	Gene
ENSG00000071564	TCF3	TCF3	transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11633]	TF
ENSG00000071655	MBD3	MBD3	methyl-CpG binding domain protein 3 [Source:HGNC Symbol;Acc:HGNC:6918]	Gene
ENSG00000071677	PRLH	PRLH	prolactin releasing hormone [Source:HGNC Symbol;Acc:HGNC:17945]	Gene
ENSG00000071894	CPSF1	CPSF1	cleavage and polyadenylation specific factor 1 [Source:HGNC Symbol;Acc:HGNC:2324]	Gene
ENSG00000071967	CYBRD1	CYBRD1	cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]	Gene
ENSG00000071991	CDH19	CDH19	cadherin 19 [Source:HGNC Symbol;Acc:HGNC:1758]	Gene
ENSG00000072062	PRKACA	PRKACA	protein kinase cAMP-activated catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9380]	Gene
ENSG00000072134	EPN2	EPN2	epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]	Gene
ENSG00000072315	TRPC5	TRPC5	transient receptor potential cation channel subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:12337]	Gene
ENSG00000072364	AFF4	AFF4	AF4/FMR2 family member 4 [Source:HGNC Symbol;Acc:HGNC:17869]	Gene
ENSG00000072415	PALS1	PALS1	protein associated with LIN7 1, MAGUK family member [Source:HGNC Symbol;Acc:HGNC:18669]	Gene
ENSG00000072501	SMC1A	SMC1A	structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]	Gene
ENSG00000072518	MARK2	MARK2	microtubule affinity regulating kinase 2 [Source:HGNC Symbol;Acc:HGNC:3332]	Gene
ENSG00000072571	HMMR	HMMR	hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012]	Gene
ENSG00000072803	FBXW11	FBXW11	F-box and WD repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:13607]	Gene
ENSG00000072849	DERL2	DERL2	derlin 2 [Source:HGNC Symbol;Acc:HGNC:17943]	Gene
ENSG00000072864	NDE1	NDE1	nudE neurodevelopment protein 1 [Source:HGNC Symbol;Acc:HGNC:17619]	Gene
ENSG00000072952	IRAG1	IRAG1	inositol 1,4,5-triphosphate receptor associated 1 [Source:HGNC Symbol;Acc:HGNC:7237]	Gene
ENSG00000072958	AP1M1	AP1M1	adaptor related protein complex 1 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:13667]	Gene
ENSG00000073050	XRCC1	XRCC1	X-ray repair cross complementing 1 [Source:HGNC Symbol;Acc:HGNC:12828]	Gene
ENSG00000073111	MCM2	MCM2	minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]	Gene
ENSG00000073350	LLGL2	LLGL2	LLGL scribble cell polarity complex component 2 [Source:HGNC Symbol;Acc:HGNC:6629]	Gene
ENSG00000073578	SDHA	SDHA	succinate dehydrogenase complex flavoprotein subunit A [Source:HGNC Symbol;Acc:HGNC:10680]	Gene
ENSG00000073584	SMARCE1	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:HGNC Symbol;Acc:HGNC:11109]	Gene
ENSG00000073614	KDM5A	KDM5A	lysine demethylase 5A [Source:HGNC Symbol;Acc:HGNC:9886]	Gene
ENSG00000073711	PPP2R3A	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha [Source:HGNC Symbol;Acc:HGNC:9307]	Gene
ENSG00000073910	FRY	FRY	FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367]	Gene
ENSG00000074219	TEAD2	TEAD2	TEA domain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11715]	TF
ENSG00000074266	EED	EED	embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]	Gene
ENSG00000074319	TSG101	TSG101	tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]	Gene
ENSG00000074621	SLC24A1	SLC24A1	solute carrier family 24 member 1 [Source:HGNC Symbol;Acc:HGNC:10975]	Gene
ENSG00000074706	IPCEF1	IPCEF1	interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:HGNC:21204]	Gene
ENSG00000074800	ENO1	ENO1	enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]	TF
ENSG00000074855	ANO8	ANO8	anoctamin 8 [Source:HGNC Symbol;Acc:HGNC:29329]	Gene
ENSG00000075073	TACR2	TACR2	tachykinin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11527]	Gene
ENSG00000075089	ACTR6	ACTR6	actin related protein 6 [Source:HGNC Symbol;Acc:HGNC:24025]	Gene
ENSG00000075131	TIPIN	TIPIN	TIMELESS interacting protein [Source:HGNC Symbol;Acc:HGNC:30750]	Gene
ENSG00000075151	EIF4G3	EIF4G3	eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]	Gene
ENSG00000075188	NUP37	NUP37	nucleoporin 37 [Source:HGNC Symbol;Acc:HGNC:29929]	Gene
ENSG00000075213	SEMA3A	SEMA3A	semaphorin 3A [Source:HGNC Symbol;Acc:HGNC:10723]	Gene
ENSG00000075223	SEMA3C	SEMA3C	semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]	Gene
ENSG00000075240	GRAMD4	GRAMD4	GRAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29113]	Gene
ENSG00000075420	FNDC3B	FNDC3B	fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]	Gene
ENSG00000075426	FOSL2	FOSL2	FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]	TF
ENSG00000075643	MOCOS	MOCOS	molybdenum cofactor sulfurase [Source:HGNC Symbol;Acc:HGNC:18234]	Gene
ENSG00000075651	PLD1	PLD1	phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]	Gene
ENSG00000075711	DLG1	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	Gene
ENSG00000075785	RAB7A	RAB7A	RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9788]	Gene
ENSG00000075856	SART3	SART3	spliceosome associated factor 3, U4/U6 recycling protein [Source:HGNC Symbol;Acc:HGNC:16860]	Gene
ENSG00000075914	EXOSC7	EXOSC7	exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112]	Gene
ENSG00000075945	KIFAP3	KIFAP3	kinesin associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060]	Gene
ENSG00000076003	MCM6	MCM6	minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]	Gene
ENSG00000076242	MLH1	MLH1	mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127]	Gene
ENSG00000076356	PLXNA2	PLXNA2	plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]	Gene
ENSG00000076924	XAB2	XAB2	XPA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14089]	Gene
ENSG00000076984	MAP2K7	MAP2K7	mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847]	Gene
ENSG00000077150	NFKB2	NFKB2	nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]	TF
ENSG00000077235	GTF3C1	GTF3C1	general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]	Gene
ENSG00000077238	IL4R	IL4R	interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]	Gene
ENSG00000077254	USP33	USP33	ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:HGNC:20059]	Gene
ENSG00000077312	SNRPA	SNRPA	small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151]	Gene
ENSG00000077327	SPAG6	SPAG6	sperm associated antigen 6 [Source:HGNC Symbol;Acc:HGNC:11215]	Gene
ENSG00000077348	EXOSC5	EXOSC5	exosome component 5 [Source:HGNC Symbol;Acc:HGNC:24662]	Gene
ENSG00000077380	DYNC1I2	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]	Gene
ENSG00000077498	TYR	TYR	tyrosinase [Source:HGNC Symbol;Acc:HGNC:12442]	Gene
ENSG00000077549	CAPZB	CAPZB	capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]	Gene
ENSG00000077684	JADE1	JADE1	jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]	Gene
ENSG00000077721	UBE2A	UBE2A	ubiquitin conjugating enzyme E2 A [Source:HGNC Symbol;Acc:HGNC:12472]	Gene
ENSG00000077782	FGFR1	FGFR1	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]	Gene
ENSG00000077800	FKBP6	FKBP6	FKBP prolyl isomerase family member 6 (inactive) [Source:HGNC Symbol;Acc:HGNC:3722]	Gene
ENSG00000077935	SMC1B	SMC1B	structural maintenance of chromosomes 1B [Source:HGNC Symbol;Acc:HGNC:11112]	Gene
ENSG00000077942	FBLN1	FBLN1	fibulin 1 [Source:HGNC Symbol;Acc:HGNC:3600]	Gene
ENSG00000077943	ITGA8	ITGA8	integrin subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:6144]	Gene
ENSG00000078053	AMPH	AMPH	amphiphysin [Source:HGNC Symbol;Acc:HGNC:471]	Gene
ENSG00000078070	MCCC1	MCCC1	methylcrotonyl-CoA carboxylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:6936]	Gene
ENSG00000078081	LAMP3	LAMP3	lysosomal associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:14582]	Gene
ENSG00000078140	UBE2K	UBE2K	ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914]	Gene
ENSG00000078142	PIK3C3	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:HGNC Symbol;Acc:HGNC:8974]	Gene
ENSG00000078304	PPP2R5C	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma [Source:HGNC Symbol;Acc:HGNC:9311]	Gene
ENSG00000078399	HOXA9	HOXA9	homeobox A9 [Source:HGNC Symbol;Acc:HGNC:5109]	TF
ENSG00000078401	EDN1	EDN1	endothelin 1 [Source:HGNC Symbol;Acc:HGNC:3176]	Gene
ENSG00000078403	MLLT10	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]	Gene
ENSG00000078674	PCM1	PCM1	pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727]	Gene
ENSG00000078687	TNRC6C	TNRC6C	trinucleotide repeat containing adaptor 6C [Source:HGNC Symbol;Acc:HGNC:29318]	Gene
ENSG00000078699	CBFA2T2	CBFA2T2	CBFA2/RUNX1 partner transcriptional co-repressor 2 [Source:HGNC Symbol;Acc:HGNC:1536]	Gene
ENSG00000079134	THOC1	THOC1	THO complex 1 [Source:HGNC Symbol;Acc:HGNC:19070]	Gene
ENSG00000079246	XRCC5	XRCC5	X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833]	Gene
ENSG00000079257	LXN	LXN	latexin [Source:HGNC Symbol;Acc:HGNC:13347]	Gene
ENSG00000079277	MKNK1	MKNK1	MAPK interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:7110]	Gene
ENSG00000079308	TNS1	TNS1	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]	Gene
ENSG00000079337	RAPGEF3	RAPGEF3	Rap guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:16629]	Gene
ENSG00000079462	PAFAH1B3	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:8576]	Gene
ENSG00000079691	CARMIL1	CARMIL1	capping protein regulator and myosin 1 linker 1 [Source:HGNC Symbol;Acc:HGNC:21581]	Gene
ENSG00000079785	DDX1	DDX1	DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]	Gene
ENSG00000079841	RIMS1	RIMS1	regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:HGNC:17282]	Gene
ENSG00000079950	STX7	STX7	syntaxin 7 [Source:HGNC Symbol;Acc:HGNC:11442]	Gene
